name,street,village_id,user_id
Rukun Tani V,Dsn Gumuk Suda RT 3 Rw 6 Desa Bedadung Kecamatan Pakusari Kabupaten Jember,176,321
Karya Makmur,Dusun Plalangan RT 01 RW 10 Desa Jatian Kecamatan Pakusari Kabupaten Jember,173,322
Karya Tani 05,Dusun Prasian RT 01 RW 02 Desa Jatian Kecamatan Pakusari Kabupaten Jember,173,323
Karya Tani I,Dusun Plalangan RT 01 RW 08 Desa Jatian Kecamatan Pakusari Kabupaten Jember,173,324
Karya Tani II,Dusun Plalangan RT 01 RW 11 Desa Jatian Kecamatan Pakusari Kabupaten Jember,173,325
Karya Tani III,Dusun Krajan RT 03 RW 06 Desa Jatian Kecamatan Pakusari Kabupaten Jember,173,326
Karya Tani IV,Dusun Krajan RT 02 Rw 08 Desa Jatian Kecamatan Pakusari Kabupaten Jember,173,327
Karya Tani I,Dusun Lamparan RT 1 RW 14 Desa Kertosari Kecamatan Pakusari Kabupaten Jember,171,328
Karya Tani II,Dusun Lamparan RT 02 RW 14 Desa Kertosari Kecamatan Pakusari Kabupaten Jember,171,329
Rukun Tani 02,JL Prambanan No 79 Dusun Sumberdandang Desa Kertosari Kecamatan Pakusari Kabupaten Jember,171,330
Rukun Tani I,Dusun Sumberdandang RT 2 RW 9 Desa Kertosari Kecamatan Pakusari Kabupaten Jember,171,331
Sari Tani,Dusun Gempal RT 3 RW 7 Desa Kertosari Kecamatan Pakusari Kabupaten Jember,171,332
Sri Rejeki,Dusun Gempal RT 3 RW 8 Desa Kertosari Kecamatan Pakusari Kabupaten Jember,171,333
Sumber Rejeki,Dusun Gempal RT 1 RW 8 Desa Kertosari Kecamatan Pakusari Kabupaten Jember,171,334
Tri Bhakti,Dusun Krajan RT 3 RW 1 Desa Kertosari Kecamatan Pakusari Kabupaten Jember,171,335
Gempal II,Jl PB Sudirman Dusun GempalI RT 2 RW 8 Desa Pakusari Kecamatan Pakusari Kabupaten Jember,172,336
Harapan,Dusun Krajan RT 3 RW 1 Desa Pakusari Kecamatan Pakusari Kabupaten Jember,172,337
Karya Tani,Dusun Rowo RT 3 RW 14 Desa Pakusari Kecamatan Pakusari Kabupaten Jember,172,338
Sejahtera 01,Dusun Sumbersuko RT 002 RW 018 Desa Pakusari Kecamatan Pakusari Kabupaten Jember,172,339
Sejahtera II,Dusun Sumbersuko Timur RT 001 rw 018 Desa Pakusari Kecamatan Pakusari Kabupaten Jember,172,340
Tegal Ajung I,Dusun Krajan RT 001 RW 005 Desa Pakusari Kecamatan Pakusari Kabupaten Jember,172,341
Tegal Ajung II,Dusun GempalI RT 001 RW 008 Desa Pakusari Kecamatan Pakusari Kabupaten Jember,172,342
Tegal Ajung III,Dusun Gempal I RT 002 RW 007 Desa Pakusari Kecamatan Pakusari Kabupaten Jember,172,343
Karya Subur I,Dsn Krajan Selatan RT 2 RW 9 Desa Patemon Kecamatan Pakusari Kabupaten Jember,177,344
Karya Subur II,Dsn Krajan Selatan RT 1 RW 4 Desa Patemon Kecamatan Pakusari Kabupaten Jember,177,345
Karya Subur III,Dsn Kloncing RT 3 RW 13 Patemon Kecamatan Pakusari Kabupaten Jember,177,346
Karya Subur IV,Dsn Duk Lengkong RT 3 RW 15 Patemon Kecamatan Pakusari Kabupaten Jember,177,347
Nur Tani I,Dusun Sanggar RT 01 RW 01 Desa Subo Kecamatan Pakusari Kabupaten Jember,174,348
Nur Tani II,Dusun Karang Sadang RT 01 RW 04 Desa Subo Kecamatan Pakusari Kabupaten Jember,174,349
Nur Tani III,Dusun Gudang Duren Desa Subo Kecamatan Pakusari Kabupaten Jember,174,350
Nur Tani IV,Dusun Gudang Duren RT 02 RW 09 Desa Subo Kecamatan Pakusari Kabupaten Jember,174,351
Nur Tani V,Dusun Sanggar RT 03 RW 02 Desa Subo Kecamatan Pakusari Kabupaten Jember,174,352
Nur Tani VI,Dusun Kaliwining RT 01 RW 07 Desa Subo Kecamatan Pakusari Kabupaten Jember,174,353
Cahaya Tani,Dsn Krajan RT 3 RW 4 Sumberpinang,175,354
Jati Tani I,Dusun Jatian RT 02 RW 08 Desa Sumber Pinang Kecamatan Pakusari Kabupaten Jember,175,355
Jati Tani II,Dusun Jatian RT 02 RW 07 Desa Sumber Pinang Kecamatan Pakusari Kabupaten Jember,175,356
Rumpun Tani,Dusun Jedding RT 02 RW 09 Desa Sumber Pinang Kecamatan Pakusari Kabupaten Jember,175,357
Sinar Tani,Dusun Jeding RT 01 RW 12 Desa Sumber Pinang Kecamatan Pakusari Kabupaten Jember,175,358
Surya Tani,Dusun Krajan RT 01 RW 01 Desa Sumber Pinang Kecamatan Pakusari Kabupaten Jember,175,359
Tani Mulyo I,Dusun Bunder RT 03 RW 14 Desa Sumber Pinang Kecamatan Pakusari Kabupaten Jember,175,360
Tani Mulyo II,RT 02 RW 14 Bunder Desa Sumber Pinang,175,361
Barokah Tani,Dusun Tegal Bago RT 03 RW 02 Desa Arjasa Kecamatan Arjasa Kabupaten Jember,167,362
Budi Utomo,Dusun Gumitir RT 02 RW 02 Desa Arjasa Kecamatan Arjasa Kabupaten Jember,167,363
Hisbul Waton,Dusun Tegal Bago RT 1 RW 7 Desa Arjasa Kecamatan Arjasa Kabupaten Jember,167,364
Sumber Jaya,Dusun Gumitir RT 03 RW 14 Desa Arjasa Kecamatan Arjasa Kabupaten Jember,167,365
Sumber Kangkung,Dusun Calok RT 3 RW 2 Desa Arjasa Kecamatan Arjasa Kabupaten Jember,167,366
Sumber Salak,Dusun Calok RT 02 RW 01 Desa Arjasa Kecamatan Arjasa Kabupaten Jember,167,367
Sumber Tani,Dsn Tegal Bago RT 1 RW 2 Desa Arjasa Kecamatan Arjasa Kabupaten Jember,167,368
Tani Makmur,Jl. Irian No. 35 RT 1 RW 3 Dsn Krajan Desa Arjasa Kecamatan Arjasa Kabupaten Jember,167,369
Dana Tani,Dusun Mojo RT 003 RW 002 Desa Biting Kecamatan Arjasa Kabupaten Jember,168,370
Pasir Mas,Jl. Mawar No. 103 Dsn Tegallo RT 2 RW 6 Desa Biting Kecamatan Arjasa Kabupaten Jember,168,371
Rejeki,Jl. Mawar Dsn Tegallo RT 2 RW 6 Desa Biting Kecamatan Arjasa Kabupaten Jember,168,372
Sentani,Jl. Oleng Sibutong RT 002 RW 003 Desa Biting Kecamatan Arjasa Kabupaten Jember,168,373
Sri Rejeki,Jl. Melati Dsn Biting pinggir RT 1 RW 1 Desa Biting Kecamatan Arjasa Kabupaten Jember,168,374
Suka Makmur,Dusun Krajan RT 002 RW 012 Desa Biting Kecamatan Arjasa Kabupaten Jember,168,375
Sumber Rejeki 01,Jl. Flamboyan Dsn Tegallo RT 2 RW 8 Desa Biting Kecamatan Arjasa Kabupaten Jember,168,376
Sumber Rejeki II,Jl. Flamboyan dsn Tegallo RT 2 RW 7 Desa Biting Kecamatan Arjasa Kabupaten Jember,168,377
Candisari,Ds. Krajan Barat RT 004/RW 009 Desa Candijati Kecamatan Arjasa Kabupaten Jember,169,378
Hasil Bumi,Dusun Krajan Barat RT 05 RW 02 Desa Candijati Kecamatan Arjasa Kabupaten Jember,169,379
Jaya Karya,Dusun Krajan Timur RT 04 RW 01 Desa Candijati Kecamatan Arjasa Kabupaten Jember,169,380
Karya Tani,Dusun Sumberjati RT 01 RW 01 Desa Candijati Kecamatan Arjasa Kabupaten Jember,169,381
Mekar Tani,Dusun Bataan RT 1 RW 1 Desa Candijati Kecamatan Arjasa Kabupaten Jember,169,382
Pendengar Tani,Jl. Cempaka Dsn Krajan Barat RT 6 RW 2 Desa Candijati Kecamatan Arjasa Kabupaten Jember,169,383
Rintis Tani,Dusun Krajan Timur RT 2 RW 2 Desa Candijati Kecamatan Arjasa Kabupaten Jember,169,384
Subur Makmur,Dusun Krajan RT 04 RW 01 Desa Candijati Kecamatan Arjasa Kabupaten Jember,169,385
Ciptodadi,Dusun Kopang Krajan RT 03 RW 01 Desa Darsono Kecamatan Arjasa Kabupaten Jember,166,386
Jaya Makmur,Dusun Kopang Krajan RT 07 RW 10 Desa Darsono Kecamatan Arjasa Kabupaten JemberKr,166,387
Rengganis,Dusun Padasan RT 06 RW 03 Desa Darsono Kecamatan Arjasa Kabupaten Jember,166,388
Sari Gading I,Dusun Teratai RT 05 RW 02 Desa Darsono Kecamatan Arjasa Kabupaten Jember,166,389
Sari Gading II,Dusun Padasan RT 01 RW 03 Desa Darsono Kecamatan Arjasa Kabupaten Jember,166,390
Sari Manggis,Dusun Gading RT 1 RW 4 Desa Darsono Kecamatan Arjasa Kabupaten Jember,166,391
Tani Makmur 3,Dusun Taratai RT 2 RW 2 Desa Darsono Kecamatan Arjasa Kabupaten Jember,166,392
Tani Subur,Dusun Gading RT 03 RW 04 Desa Darsono Kecamatan Arjasa Kabupaten Jember,166,393
Bina Tani,Dusun Klanceng RT 01 RW 02 Desa Kamal Kecamatan Arjasa Kabupaten Jember,170,394
Gumitir Jaya,Dusun Gumitir RT 05 RW 10 Desa Kamal Kecamatan Arjasa Kabupaten Jember,170,395
Jaya Makmur,Dusun Duplang RT 04 RW 06 Desa Kamal Kecamatan Arjasa Kabupaten Jember,170,396
Kopang Jaya,Dusun Kopang RT 3 RW 7 Desa Kamal Kecamatan Arjasa Kabupaten Jember,170,397
Margo Mulyo,Dusun Krajan RT 005 RW 004 Desa Kamal Kecamatan Arjasa Kabupaten Jember,170,398
Serba Usaha,Dusun Klanceng RT 04 RW 01 Desa Kamal Kecamatan Arjasa Kabupaten Jember,170,399
Usaha Tani,Dusun Duplang RT 03 RW 06 Desa Kamal Kecamatan Arjasa Kabupaten Jember,170,400
Wirabuana,Dusun Krajan RT 04 RW 03 Desa Kamal Kecamatan Arjasa Kabupaten Jember,170,401
Adil Makmur,Dusun Kopang Kebun Desa Kemuninglor Kecamatan Arjasa Kabupaten Jember,165,402
Bina Usaha,Dusun Darungan Desa Kemuninglor Kecamatan Arjasa Kabupaten Jember,165,403
Harapan Baru,Dusun Rayap RT 2 RW 10 Desa Kemuninglor Kecamatan Arjasa Kabupaten Jember,165,404
Harapan Jaya,Dusun Darungan RT 4 RW 3 Desa Kemuninglor Kecamatan Arjasa Kabupaten Jember,165,405
Pelita Jaya,Dusun Rayap RT 4 RW 12 Desa Kemuninglor Kecamatan Arjasa Kabupaten Jember,165,406
Rembangan Jaya,Dusun Rayap RT 02 RW 12 Desa Kemuninglor Kecamatan Arjasa Kabupaten Jember R,165,407
Tani Makmur I,Dusun Darungan RT 02 RW 08 Desa Kemuninglor Kecamatan Arjasa Kabupaten Jember,165,408
Tani Makmur II,Dusun Krajan RT 4 RW 2 Desa Kemuninglor Kecamatan Arjasa Kabupaten Jember,165,409
ADIL MAKMUR,DUSUN KRAJAN DESA DUKUH MENCEK,161,410
AMPO REJO,Dusun Ampo Desa Dukuh Mencek Kecamatan Sukorambi,161,411
CAHAYA TANI,DUSUN BOTOSARI DESA DUKUH MENCEK,161,412
KARYA BAKTI,DUSUN KRAJAN DESA DUKUH MENCEK KECAMATAN SUKORAMBI,161,413
TANI SUBUR,DUSUN BOTOSARI DESA DUKUH MENCEK,161,414
TANI REJO,DUSUN AMPO DESA DUKUH MENCEK KECAMATAN SUKORAMBI,161,415
TUNAS MUDA,DUSUN BOTOSARI DESA DUKUH MENCEK,161,416
ANGKATAN,Dusun Plalangan,160,417
Makmur Tani,Dusun Krajan Timur,160,418
PENDOWO,Dusun Krajan Barat,160,419
Rande Koning,Dusun Jubung Lor,160,420
RUKUN TANI,Dusun Jubung Lor,160,421
SUMBER REJEKI,Dusun Darungan,160,422
TANI MULYO,Dusun Jubung Lor,160,423
JAYA LESTARI,dusun durjo desa karangpring,163,424
jaya mulya,dusun gendir desa karangpring,163,425
NAWASENA,Dusun Durjo RT 01 RW 06 Desa Karangpring,163,426
puncak,dusun gendir desa karangpring,163,427
sinar harapan,dusun krajan desa karangpring desa karangpring,163,428
sri tanjung,dusun plalangan desa karangpring,163,429
tani agung,dusun krajan desa karangpring,163,430
BARU TERBIT,DUSUN GENDIR DESA KLUNGKUNG,164,431
HARAPAN KITA,DUSUN GENDIR DESA KLUNGKUNG,164,432
MARLENA,DUSUN MUJAN RT 002 RW 015 DESA KLUNGKUNG KECAMATAN SUKORAMBI,164,433
PA ALAH,DUSUN GENDIR DESA KLUNGKUNG,164,434
SANTOSO,DUSUN MOJAN DESA KLUNGKUNG,164,435
CAHAYA TERANG,DUSUN CURAHDAMI DESA SUKORAMBI,162,436
HASIL BUMI,DUSUN MANGGIS DESA SUKORAMBI,162,437
NURUS SAADAH,DUSUN CURAHDAMI DESA SUKORAMBI,162,438
SARI ALAM,DUSUN KRAJAN-KARANGWARU DESA SUKORAMBI,162,439
SEJAHTERA,DUSUN KRAJAN,162,440
SUKORAMBI JAYA,DUSUN MANGGIS DESA SUKORAMBI,162,441
SUMBER REJEKI,Dusun Manggis Cempakaan,162,442
TRISNO MAJU,DUSUN CURAHDAMI DESA SUKORAMBI,162,443
HANDAYANI,DUSUN KARANG ASEM BARAT DESA GLAGAHWERO KECAMATAN PANTI KABUPATEN JEMBER,154,444
SARI MURNI I,DUSUN KRAJAN DESA GLAGAHWERO KECAMATAN PANTI KABUPATEN JEMBER,154,445
SARI MURNI II,DUSUN KEBUN DUREN DESA GLAGAHWERO KECAMATAN PANTI KABUPATEN JEMBER,154,446
SUKO TANI,DUSUN PLALANGAN DESA GLAGAHWERO KECAMATAN PANTI KABUPATEN JEMBER,154,447
SUMBER MAKMUR,DUSUN KARANG ASEM TIMUR DESA GLAGAHWERO KECAMATAN PANTI KABUPATEN JEMBER,154,448
TIRTO AGUNG,DUSUN KARANG ASEM TENGAH DESA GLAGAHWERO KECAMATAN PANTI KABUPATEN JEMBER,154,449
BAROKAH TANI,DUSUN DELIMA DESA KEMIRI KECAMATAN PANTI KABUPATEN JEMBER,159,450
DELIMA JAYA,DUSUN DELIMA DESA KEMIRI KECAMATAN PANTI KABUPATEN JEMBER,159,451
KARYA TANI,DUSUN SODONG DESA KEMIRI KECAMATAN PANTI KABUPATEN JEMBER,159,452
SEJAHTERA BERSAMA,DUSUN DANCI DESA KEMIRI KECAMATAN PANTI KABUPATEN JEMBER,159,453
SIDO DADI,DUSUN KANTONG DESA KEMIRI KECAMATAN PANTI KABUPATEN JEMBER,159,454
SIDO MUNCUL,DUSUN TENGGILING DESA KEMIRI KECAMATAN PANTI KABUPATEN JEMBER,159,455
SINAR TANI,DUSUN KRAJAN DESA KEMIRI KECAMATAN PANTI KABUPATEN JEMBER,159,456
SUMBER REJEKI,DUSUN KRAJAN DESA KEMIRI KECAMATAN PANTI KABUPATEN JEMBER,159,457
TANI RAHAYU,DUSUN TENGGILING DESA KEMIRI KECAMATAN PANTI KABUPATEN JEMBER,159,458
SUMBER REJEKI,DUSUN SUMBERSARI DESA KEMUNINGSARI LOR KECAMATAN PANTI KABUPATEN JEMBER,153,459
TANI JAYA I,DUSUN KRAJAN DESA KEMUNINGSARILOR KECAMATAN PANTI KABUPATEN JEMBER,153,460
TANI JAYA II,DUSUN KRAJAN DESA KEMUNINGSARILOR KECAMATAN PANTI KABUPATEN JEMBER,153,461
TANI LESTARI,DUSUN SUMBERSARI DESA KEMUNINGSARILOR KECAMATAN PANTI KABUPATEN JEMBER,153,462
TANI MAKMUR,DUSUN KEMUNINGLOR DESA KEMUNINGSARILOR KECAMATAN PANTI KABUPATEN JEMBER,153,463
CEMPAKA I,DUSUN CEMPAKA DESA PAKIS KECAMATAN PANTI KABUPATEN JEMBER,157,464
CEMPAKA II,DUSUN TAJEK DESA PAKIS KECAMATAN PANTI KABUPATEN JEMBER,157,465
GLUDUG,DUSUN GLUDUG DESA PAKIS KECAMATAN PANTI KABUPATEN JEMBER,157,466
KEMUNDUNGAN,DUSUN KEMUNDUNGAN DESA PAKIS KECAMATAN PANTI KABUPATEN JEMBER,157,467
PAKIS JAYA,DUSUN PAKIS UTARA DESA PAKIS KECAMATAN PANTI KABUPATEN JEMBER,157,468
RENGGANIS,DUSUN KEMUNDUNGAN DESA PAKIS KECAMATAN PANTI,157,469
SUMBER KEMBAR,DUSUN SUMBER KEMBAR DESA PAKIS KECAMATAN PANTI KABUPATEN JEMBER,157,470
GEBANG SELATAN,DUSUN GEBANG LANGKAP DESA PANTI KECAMATAN PANTI KABUPATEN JEMBER,156,471
GEBANG UTARA,DUSUN GEBANG DESA PANTI KECAMATAN PANTI KABUPATEN JEMBER,156,472
KEMBANG SORE,DUSUN DARUNGAN DESA PANTI KECAMATAN PANTI,156,473
LESTARI,DUSUN TAMINGAN DESA PANTI KECAMATAN PANTI KABUPATEN JEMBER,156,474
MANGGIS,DUSUN DARUNGAN DESA PANTI KECAMATAN PANTI KABUPATEN JEMBER,156,475
SEMBAH,DUSUN DARUNGAN DESA PANTI KECAMATAN PANTI KABUPATEN JEMBER,156,476
SRI REJEKI,DUSUN KRAJAN DESA PANTI KECAMATAN PANTI KABUPATEN JEMBER,156,477
SUMBER URIP,DUSUN WONOLANGU DESA PANTI KECAMATAN PANTI KABUPATEN JEMBER,156,478
TUNJUNG,DUSUN PRAPAH DESA PANTI KECAMATAN PANTI KABUPATEN JEMBER,156,479
ANTOKAN I,DUSUN KASIYAN DESA SERUT KECAMATAN PANTI KABUPATEN JEMBER,155,480
ANTOKAN II,DUSUN KARANG ANOM DESA SERUT KECAMATAN PANTI KABUPATEN JEMBER,155,481
KOLOR I,DUSUN BADEAN TIMUR DESA SERUT KECAMATAN PANTI KABUPATEN JEMBER,155,482
KOLOR II,DUSUN BADEAN BARAT DESA SERUT KECAMATAN PANTI KABUPATEN JEMBER,155,483
PONO I,DUSUN MENCEK TIMUR DESA SERUT KECAMATAN PANTI KABUPATEN JEMBER,155,484
PONO II,DUSUN MENCEK BARAT DESA SERUT KECAMATAN PANTI KABUPATEN JEMBER,155,485
RANDU I,DUSUN KRAJAN DESA SERUT KECAMATAN PANTI KABUPATEN JEMBER,155,486
RANDU II,DUSUN KRAJAN DESA SERUT KECAMATAN PANTI KABUPATEN JEMBER,155,487
Kelompok Tani Ternak Sido Mulyo,Dsn Glengseran RT 07 RW 05 Desa Suci. 68153,158,488
LARAHAN MAKMUR,Dsn Gaplek Desa Suci Kecamatan Panti,158,489
SIDO MAJU,DUSUN GLUNDENGAN DESA SUCI KECAMATAN PANTI KABUPATEN JEMBER,158,490
SIDO RUKUN,DUSUN GLUNDENGAN DESA SUCI KECAMATAN PANTI KABUPATEN JEMBER,158,491
SUMBER MULYO,DUSUN GAPLEK DESA SUCI KECAMATAN PANTI KABUPATEN JEMBER,158,492
SUMBER REJEKI,DUSUN GLUNDENGAN DESA SUCI KECAMATAN PANTI KABUPATEN JEMBER,158,493
SURYA TANI,DUSUN GAPLEK DESA SUCI KECAMATAN PANTI KABUPATEN JEMBER,158,494
TANI HARAPAN,DUSUN GAPLEK DESA SUCI KECAMATAN PANTI KABUPATEN JEMBER,158,495
TANI MAKMUR,DUSUN GLUNDENGAN DESA SUCI KECAMATAN PANTI KABUPATEN JEMBER,158,496
TANI MULYO,DUSUN GLENGSERAN DESA SUCI KECAMATAN PANTI KABUPATEN JEMBER,158,497
JIRO,JIRO BADEAN,152,498
KARANG PAKEL,KARANG PAKEL BADEAN,152,499
KRAJAN 01,KRAJAN BADEAN,152,500
KRAJAN 02,KARAJAN BADEAN,152,501
KRAJAN 03,KRAJAN BADEAN,152,502
PUNCAK JAYA (PEMUDA TANI),DUSUN KARANGPAKEL DESA BADEAN,152,503
TAMAN GLUGO,TAMAN GLUGU BADEAN,152,504
BINA TANI,"RAMBUTAN, BANGSALSARI",147,505
KALISATAN,KALISATAN BANGSALSARI,147,506
KEDUNGSUKO 04,"Kedungsuko, Bangsalsari",147,507
KEDUNGSUKO II,"KEDUNGSUKO, BANGSALSARI",147,508
KEDUNGSUKO III,"KEDUNGSUKO, BANGSALSARI",147,509
KEDUNGSUKO SATU,KEDUNGSUKO BANGSALSARI,147,510
Kelompok Wanita Tani Kedungsuko Bangkit,Dsn Kedungsuko RT 02 RW 04 Desa Bangsalsari Kecamatan Bangsalsari,147,511
KRAJAN II,KRAJAN BANGSALSARI,147,512
KWT Dewi Makmur Jaya,Dusun Kedungsuko Desa Bangsalsari,147,513
RAMBUTAN,RAMBUTAN BANGSALSARI,147,514
RUKUN TANI,"RAMBUTAN, BANGSALSARI",147,515
NGUDI MAKMUR I,DUKUH 2 BANJARSARI,151,516
NGUDI MAKMUR V,KRAJAN BANJARSARI,151,517
TIRTO WANGI III,DUKUH II BANJARSARI,151,518
CURAHKALONG TENGAH I,CURAH KALONG TENGAH,149,519
CURAHKALONG TENGAH II,CURAH KALONG TENGAH,149,520
EMAK EMAK JAYA,Dusun Sumberklopo RT 002 RW 004 Desa Curahkalong Kecamatan Bangsalsari,149,521
KRAJAN I,KRAJAN CURAH KALONG,149,522
KRAJAN II,KRAJAN CURAH KALONG,149,523
SUMBER KLOPO I,SUMBER KLOPO CURAHKALONG,149,524
SUMBER KLOPO II,SUMBER KLOPO CURAH KALONG,149,525
CURAH CABE,CURAH CABE GAMBIRONO,148,526
KARYA BAKTI,CURAH CABE GAMBIRONO,148,527
KARYA TANI,CURAH CABE GAMBIRONO,148,528
KARYA UTAMA,KRAJAN GAMBIRONO,148,529
KISMO KARYO,KRAJAN GAMBIRONO,148,530
KRAJAN,KRAJAN GAMBIRONO,148,531
MARGO MULYO,CURAH WARU GAMBIRONO,148,532
NGUDI RAHAYU,CURAH WARU GAMBIRONO,148,533
SUMBER REJEKI,GAMBIRONO KULON,148,534
TANI JAYA,CURAH CABE GAMBIRONO,148,535
EKA JAYA,GUMUK REJO KARANGSONO,142,536
HARAPAN JAYA,BAGELENAN KARANGSONO,142,537
Himpunan Petani Jeruk Anugrah,Desa Karangsono Kec.Bangsalsari,142,538
KAMPUNG ANGON,desa karangsono kec bangsalsari,142,539
MAKMUR,BAGELENAN KARANGSONO,142,540
SIDO MAJU I,CURAH KETING KARANGSONO,142,541
SIDO MAJU II,KRAJAN KARANGSONO,142,542
SUKA TANI,BAGELENAN KARANGSONO,142,543
SUKA TANI II,DSN BAGELENAN DESA KARANGSONO,142,544
TANI MAKMUR,BAGELENAN KARANGSONO,142,545
Barokah,krajan Langkap,146,546
Sumber Gebang I,Sumber Gebang Langkap,146,547
Sumber Gebang II,Dusun Sumber Gebang Desa Langkap,146,548
Sumber Gebang III,Dusun Sumber Gebang Desa Langkap,146,549
Sumber Gebang IV,Dusun Sumber Gebang Desa Langkap,146,550
Tegalan I,Tegalan Langkap,146,551
Tegalan II,Tegalan Langkap,146,552
Tegalan III,Dusun Tegalan Desa Langkap,146,553
Dawuhan,Dusun Paguan,144,554
Kejingan,Dusun paguan petung,144,555
KRAMAT CANDI,GLAGASAN PETUNG,144,556
MOJOKERSO,GLAGASAN PETUNG,144,557
Paguan,Paguan Petung,144,558
Siraan,siraan petung,144,559
BUDI LUHUR,KRAJAN SUKOREJO,143,560
GEMAH RIPAH,KARANG SEMANDING SUKOREJO,143,561
GUMUK GADING,KRAJAN SUKOREJO,143,562
HARAPAN,GUMUK BAGO SUKOREJO,143,563
KARTIKA,KLIMUSAN SUKOREJO,143,564
SUKO TANI,KARANG SEMANDING SUKOREJO,143,565
SUMBER REJEKI,KRAJAN SUKOREJO,143,566
SUMBER TANI,TEGAL GEBANG SUKOREJO,143,567
MAKIN MAKMUR,KRAJAN TISNOGAMBAR,145,568
RUKUN TANI 0I,DUSUN JATISARI DESA TISNOGAMBAR,145,569
RUKUN TANI II,KRAJAN TISNOGAMBAR,145,570
SIDO HASIL,SIRAAN TISNOGAMBAR,145,571
SUMBER MAKMUR,SIRAAN TISNOGAMBAR,145,572
SUMBER REJEKI I,KRAJAN TISNOGAMBAR,145,573
SUMBER REJEKI II,Dusun Siraan Desa Tisnogambar,145,574
TANI MAKMUR,KRAJAN TISNOGAMBAR,145,575
ANDONGSARI I,ANDONGSARI TUGUSARI,150,576
ANDONGSARI II,ANDONGSARI TUGUSARI,150,577
ANDONGSARI III,TUGUSARI,150,578
KRAJAN I,KRAJAN TUGUSARI,150,579
KRAJAN II,KRAJAN TUGUSARI,150,580
KRAJAN III,KRAJAN TUGUSARI,150,581
KWT DEWI ARGOPURO,Dusun sumber ketangi,150,582
SIDO MAKMUR,DSN SUMBER CANTING DESA TUGUSARI,150,583
SUMBER KETANGI JAYA,TUGUSARI,150,584
Argopuro,Dsn.Jumbatan RT 008/ RW 012 Darungan Tanggul,138,585
Darungan 01,Jumbatan,138,586
Darungan 03,Krajan,138,587
Darungan 04,Krajan,138,588
Darungan 06,Karangjati,138,589
Darungan 07,Karanganyar,138,590
Darungan 13,Durenan,138,591
Darungan 14,Sumberbulus,138,592
Darungan 15,Pakeman,138,593
Darungan 16,Krajan,138,594
Robusta,Dsn. Jumbatan,138,595
Tabah Berdayung,Dsn.Sumberbulus RT 004/ RW 008 Darungan Tanggul,138,596
Bakti Tani,Dusun Gadungan Rt.02 Rw.13 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur,136,597
Budi Luhur,Dusun Penggungan Rt.01 Rw.16 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur,136,598
Bumi Rowo,Dusun Penggungan Rt.01 Rw.16 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur,136,599
Darma Bakti,Dusun Krajan Rt.01 Rw.03 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur,136,600
Ganjaran,Dusun Penggungan Rt.01 Rw.19 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur,136,601
Karya Mulya,Dusun Gadungan Rt.02 Rw.12 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur,136,602
Mardi Tani,Dusun Gadungan Rt.02 Rw.12 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur,136,603
Margo Rukun,Dusun Penggungan Rt.03 Rw.18 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur,136,604
Mulyo Basuki,Dusun Penggungan Rt.01 Rw.18 Desa Klatakan Kecamatan Tanggul Kabupatem Jember Jawa Timur,136,605
Rukun Santoso,"Dusun Krajan, Rt.02 Rw.07 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur",136,606
Rukun Tani,Dusun Krajan Rt.01 Rw.03 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur,136,607
S u b u r,Dusun Gadungan Rt.02 Rw.15 Desa Klatakan Kecamatan Tanggul Kabupaten Jember,136,608
Sejahtera,Dusun Penggungan Rt.02 Rw.16 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur,136,609
Sri Rejeki,Dusun Penggungan Rt. 02 Rw. 17 Desa Klatakan Kecamatan Tanggul Kabupaten Jember,136,610
Sumber Hasil,"Dusun Gadungan, Rt.01 Rw. 13 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur",136,611
Tani Makmur,Dusun Penggungan Rt.02 Rw.16 Desa Klatakan Kecamatan Tanggul Kabupaten Jember Jawa Timur,136,612
Krmt Sukoharjo 01,Suko Selatan,141,613
Krmt Sukoharjo 02,Jerukan,141,614
Krmt Sukoharjo 03,Jabaan,141,615
Krmt Sukoharjo 04,Suko Timur,141,616
Krmt Sukoharjo 05,Krajan,141,617
Krmt Sukoharjo 06,Suko Barat,141,618
Krmt Sukoharjo 07,Suko Barat,141,619
Krmt Sukoharjo 08,Suko Timur,141,620
Manggisan 02,Krajan,139,621
Manggisan 03,Krajan,139,622
Manggisan 04,Krajan,139,623
Manggisan 05,Krajan,139,624
Manggisan 06,Krajan,139,625
Manggisan 07,Krajan,139,626
Manggisan 08,Krajan,139,627
Manggisan 09,Krajan,139,628
Manggisan 10,Sungai Tengah,139,629
